id,latitude,longitude,timestamp,category,intensity,true_label
1,-22.51308475691242,54.67618966200058,2024-03-03 18:00:00,D,7.940249190983611,3
2,-15.469767111833416,-56.07406172040402,2024-12-16 12:00:00,D,6.763073423762666,2
3,11.142063841232638,15.355838370811707,2024-11-19 19:00:00,B,4.971660977098155,1
4,11.958041601646256,11.20909884370543,2024-06-09 22:00:00,B,3.2613988099759896,1
5,-20.354435736303323,63.454203050271644,2024-01-11 14:00:00,B,8.227247051300386,3
6,-16.741526043873392,-50.29957912152399,2024-12-19 08:00:00,A,8.830183105355573,2
7,-5.936849094605648,66.9247171816272,2024-08-17 23:00:00,B,3.5351634522976236,0
8,-20.666299733064033,54.01714370716509,2024-12-23 15:00:00,D,9.167293225517984,3
9,9.657838431190847,14.787360228543092,2024-07-31 16:00:00,B,6.9160513262608525,1
10,-23.0506884731741,50.30414844129418,2024-11-16 21:00:00,B,10.946775767313266,3
11,3.7713355602053484,32.14843216799352,2024-01-04 04:00:00,A,9.394703888167335,4
12,-15.323842589394784,-51.28727984134214,2024-05-25 16:00:00,C,8.004657773014277,2
13,-20.96213089349152,50.95192269913237,2024-04-29 11:00:00,C,8.863098003378134,3
14,-6.400543178009411,72.14061075222948,2024-10-16 09:00:00,B,3.486642955824469,0
15,10.093171832531137,11.78590093907273,2024-01-28 13:00:00,C,6.5747635118912,1
16,13.937524835958552,12.21650222445003,2024-03-31 09:00:00,D,5.584941354544022,1
17,-17.791867211056818,-51.671003830301444,2024-08-22 04:00:00,A,7.387591656763162,2
18,-17.793740965040342,-52.86852720663325,2024-10-25 10:00:00,B,6.98227690153603,2
19,11.617744343038478,18.43079628718208,2024-12-01 21:00:00,D,4.189160249890861,1
20,-17.100053528390916,-53.16806613470213,2024-04-11 10:00:00,C,7.543328199839731,2
21,-5.564885380943286,70.47725291187118,2024-08-08 20:00:00,C,3.61542192092752,0
22,11.536803223670395,13.455139694759614,2024-12-17 09:00:00,B,6.841756267204776,1
23,-23.153970384060713,56.099031589646145,2024-11-21 21:00:00,B,10.403806415629921,3
24,5.772920561773729,29.517805395354735,2024-02-22 17:00:00,A,10.270513169039345,4
25,3.9203592632872075,23.364479789395283,2024-11-07 05:00:00,C,9.327801027842252,4
26,-5.724110222314512,66.84227858082633,2024-03-03 20:00:00,B,2.220911694528332,0
27,-5.63494295619112,69.1096793863208,2024-07-03 07:00:00,B,1.9594775487025546,0
28,12.28498717528122,19.00480060731286,2024-08-18 08:00:00,C,4.15738812770333,1
29,-21.24599902627112,59.84126541564953,2024-06-22 15:00:00,D,7.502534154038887,3
30,-20.887544650937887,53.5004516131937,2024-11-02 08:00:00,B,9.248681982818068,3
31,-21.999442268475992,56.569041326747424,2024-09-28 07:00:00,B,8.494832274710157,3
32,-5.403388137526217,71.67405953790228,2024-01-22 18:00:00,D,2.445361567757837,0
33,-7.661536611463088,62.8063326479763,2024-05-17 00:00:00,A,1.447674406233722,0
34,-17.60277141187608,-49.113374844390975,2024-08-14 04:00:00,B,8.418612997442674,2
35,4.51722413359196,35.7564158497375,2024-04-08 16:00:00,B,12.805302401707433,4
36,-16.205327715010217,-52.36008247261193,2024-08-29 15:00:00,C,6.109230589155061,2
37,-22.676174394442757,60.76840732695312,2024-12-08 22:00:00,A,10.830098956215716,3
38,10.92105402927615,13.84406004632763,2024-12-14 23:00:00,C,3.401508599553596,1
39,2.1797183051140223,29.02530004074238,2024-10-21 11:00:00,A,10.223571037056686,4
40,11.046519845222983,14.036917510363786,2024-02-29 04:00:00,D,6.580730124622126,1
41,-21.7841850927826,56.8623127415334,2024-04-20 00:00:00,D,9.267078279341208,3
42,-16.673898664616004,-58.76641633700266,2024-06-13 12:00:00,A,7.825996950836745,2
43,-16.94945851966846,-58.922933993894844,2024-03-26 09:00:00,B,8.890346061881921,2
44,-16.849704424395792,-50.574523504897456,2024-07-11 00:00:00,C,7.796463573041272,2
45,-21.169853261737796,51.0349289771431,2024-07-12 22:00:00,A,7.337300366941223,3
46,-15.689543985179318,-60.50108115579179,2024-02-25 07:00:00,D,8.289962640523811,2
47,-21.691411237518608,47.68876941248084,2024-08-05 12:00:00,C,8.919423303469689,3
48,-17.95887010986595,-53.73086827824426,2024-07-21 14:00:00,A,6.014631474489661,2
49,12.039183138578764,14.503843087192362,2024-12-21 21:00:00,C,6.929070715836316,1
50,10.773864317332205,20.337960391353235,2024-11-27 08:00:00,D,6.862967874745632,1
51,-16.566485178235975,-55.329436707759,2024-02-05 03:00:00,A,8.656372686907108,2
52,5.289038168717818,30.72750420934883,2024-01-14 07:00:00,D,9.710427183904569,4
53,-20.789538915861822,51.24567483735454,2024-01-07 21:00:00,C,8.958074756600036,3
54,-24.47893157267595,54.20784891550706,2024-09-24 00:00:00,B,9.076133818179683,3
55,-17.275346129617756,-56.585564917103575,2024-03-20 21:00:00,C,6.97021256216037,2
56,-21.778456758334666,55.3921600224151,2024-05-22 08:00:00,A,8.392782119312027,3
57,3.7108638063792396,24.782727130211196,2024-02-10 11:00:00,C,11.057159360196662,4
58,-5.449823473669962,67.82709986305265,2024-11-25 11:00:00,A,4.266291046222541,0
59,11.754190756165503,13.789114859920971,2024-05-19 13:00:00,A,3.9736695103282367,1
60,11.264453008702226,10.775578489650783,2024-03-12 11:00:00,A,3.095334825676184,1
61,10.160976989513383,14.12298470208143,2024-06-18 17:00:00,B,3.811837067171923,1
62,-6.29241366351961,66.69760661298461,2024-06-28 11:00:00,A,3.300676540475265,0
63,-18.81824103439404,-49.711603406343386,2024-08-18 04:00:00,D,8.217946200469825,2
64,-24.050905505508176,52.173573898921276,2024-07-17 08:00:00,D,10.566643908380016,3
65,-15.351027786107323,-48.628689409697344,2024-10-07 21:00:00,A,5.472362107022394,2
66,-7.472691585997185,60.6587143725808,2024-06-22 10:00:00,B,1.2906969634194412,0
67,4.174597524814179,32.05495628202194,2024-05-03 10:00:00,B,12.947916933826939,4
68,-6.0952930566986225,63.601112885357125,2024-08-31 22:00:00,B,3.5763644884849164,0
69,6.174662858867613,37.87449685222271,2024-12-19 13:00:00,A,9.091287681145428,4
70,-21.9371360679713,53.73816996800247,2024-09-10 07:00:00,C,9.8712368343129,3
71,12.468469591161023,11.239763348225926,2024-04-10 06:00:00,A,3.4457702174420617,1
72,4.156302610900765,26.88222094723375,2024-02-09 05:00:00,A,9.584788900671844,4
73,-6.660124707421391,67.47091230769072,2024-06-01 21:00:00,D,3.2177463606309264,0
74,14.171692408065221,8.0504752669532,2024-11-23 08:00:00,C,6.629519498626506,1
