id,latitude,longitude,timestamp,category,intensity,sting_cluster
1,-6.335673154905049,70.47257292299115,2024-03-03,Type_A,7.351405215004826,2
2,-3.746061631758255,66.01453964272648,2024-08-10,Type_A,5.507999576195247,2
3,4.477538488940685,32.09630960741908,2024-12-16,Type_A,4.586500967076461,3
4,-18.164850610742132,-53.216542969459475,2024-03-17,Type_A,3.0420053396833575,1
5,-16.64304588103588,-53.37467631597528,2024-11-19,Type_B,5.64520504272802,1
6,11.554804060447715,15.34627572135313,2024-07-30,Type_C,5.977549614891785,3
7,-8.976226350631114,69.64077192008016,2024-06-09,Type_A,3.945730948456539,2
8,-16.926057260383786,-57.8247420622087,2024-10-05,Type_A,8.049790129738417,1
9,-23.352384727535462,58.794031020460885,2024-01-11,Type_B,2.8949814729499033,0
10,-6.104533081362263,71.55993856831131,2024-07-25,Type_C,5.038511394103752,2
11,-5.65118409541468,62.89647180181606,2024-12-19,Type_A,7.77502635788802,2
12,-17.716760550747388,-51.86509568165682,2024-02-10,Type_C,2.6841901857962007,1
13,4.773509995237211,34.36320954082317,2024-08-17,Type_C,8.21415428455948,3
14,4.988304028605257,34.791721934924595,2024-12-23,Type_A,5.923156477994587,3
15,11.38402945302262,12.179889358194387,2024-07-31,Type_A,3.162877460361802,3
16,5.565264151090125,30.64889573994293,2024-05-24,Type_C,9.672655786711907,3
17,13.872131811017134,17.465883996395167,2024-11-16,Type_D,1.2786796171303063,3
18,-7.466919064030932,68.03597524577854,2024-01-04,Type_C,3.5739240019930456,2
19,-5.761791458106896,71.72812159697631,2024-08-16,Type_D,8.04443394188166,2
20,7.029829274905463,32.34267644743351,2024-05-25,Type_B,1.7781968153976875,3
21,12.822780157665578,14.022209428445993,2024-04-29,Type_C,7.1118672727069105,3
22,-21.919335207927073,56.28009991464856,2024-07-22,Type_C,6.534909842279944,0
23,-20.633564787555297,54.0550601175569,2024-10-16,Type_A,8.109337057820234,0
24,-6.18458717134003,72.03973620465322,2024-03-14,Type_C,3.266277047845342,2
25,4.787985068435594,35.17899632937377,2024-01-28,Type_C,3.439195883279256,3
26,-18.770220328996057,-48.35627969067038,2024-09-26,Type_C,9.908943727169428,1
27,-17.165165254195834,-55.17204515659307,2024-03-31,Type_D,6.53866799640083,1
28,-16.705004058902652,-60.164701938282775,2024-02-11,Type_C,9.185475786366215,1
29,-5.359409431398627,65.1976091094464,2024-08-22,Type_A,7.312116726627774,2
30,-17.695599713360142,-55.061299227523946,2024-10-25,Type_D,3.5088844659586274,1
31,-21.656366701132036,58.730303327549535,2024-08-22,Type_B,4.47470967834405,0
32,-7.3540573852317745,69.45495278232022,2024-12-01,Type_A,2.5103312646271623,2
33,-15.95566218069101,-47.91673132074519,2024-05-07,Type_C,8.552222404725704,1
34,-22.483695173452496,58.844638477855156,2024-04-11,Type_C,8.017576087370625,0
35,-4.537030254466627,68.20087831187537,2024-10-25,Type_B,8.398753857496533,2
36,12.895760152351649,11.477302179148134,2024-08-08,Type_A,4.802490779480481,3
37,-5.308142424534419,72.45389443213213,2024-02-22,Type_B,5.303420837531261,2
38,-22.268665066404136,53.61912837532841,2024-12-17,Type_D,5.030177478134762,0
39,-21.79015382294743,52.732658159801396,2024-03-14,Type_A,1.925289593870036,0
40,-22.159209243624836,56.37479223842122,2024-11-21,Type_D,6.311796392101214,0
41,5.021186347316636,33.92803947089892,2024-03-26,Type_B,8.381809625052075,3
42,-5.276727238184737,66.12587621200349,2024-02-22,Type_A,7.82716757284722,2
43,4.823477084360967,31.24252380462991,2024-04-02,Type_C,1.9890471804860592,3
44,12.379046094475585,14.681714071422856,2024-11-07,Type_D,8.161137415064964,3
45,-6.291507193624267,66.74117004472701,2024-08-17,Type_A,1.6227570618716416,2
46,1.8142367618313187,32.1023667408315,2024-03-03,Type_B,4.327707520381086,3
47,-7.798519228556616,65.53142175184371,2024-06-29,Type_B,2.223042485463383,2
48,-15.450930908757337,-48.48063648986187,2024-07-03,Type_C,9.930109855250912,1
49,11.967346383561674,8.498693106600617,2024-08-18,Type_C,5.39327619778507,3
50,9.992137226201278,12.510598293856846,2024-10-23,Type_D,8.127484096807681,3
51,-16.982384858913885,-52.510872152001,2024-06-22,Type_B,2.1371264980909777,1
52,9.821109506563737,15.75772810731242,2024-03-20,Type_B,9.950802586355936,3
53,4.909269916432278,34.230119789486494,2024-11-02,Type_B,6.763572120244036,3
54,-6.817913144440826,68.80455430454364,2024-11-24,Type_A,4.989261169427786,2
55,-25.31683574757574,56.1132183705291,2024-09-28,Type_D,6.539389683530494,0
56,5.934764741717446,28.37141428144155,2024-01-26,Type_B,2.163352483038463,3
57,-5.948910088237081,66.45189912023848,2024-04-13,Type_A,8.407845167255848,2
58,-22.360175224793494,52.60381041118156,2024-01-22,Type_B,6.3262644730176305,0
59,10.163787566701725,10.851325180272969,2024-07-08,Type_D,1.2245920107216817,3
60,11.413851338377505,15.728769579052155,2024-01-19,Type_D,1.872758257359847,3
61,-17.19795803319088,-56.23412349431433,2024-05-17,Type_C,4.308641560977958,1
62,-18.48962939982439,-52.03059869566218,2024-08-14,Type_A,4.46379416793445,1
63,6.162525105784768,32.45524005564456,2024-03-02,Type_C,5.094292822966958,3
64,10.56115326972628,9.904945183172654,2024-02-06,Type_C,2.8655310614775953,3
65,-7.196227303742781,63.55209214463843,2024-04-08,Type_D,5.174494464695336,2
66,-17.65872475015117,-54.84034929291406,2024-09-29,Type_D,9.603615595092053,1
67,-21.978111973129067,49.91113804625577,2024-08-29,Type_D,4.646306602792963,0
68,-21.749702062792306,56.402464707940965,2024-01-16,Type_B,1.2100780133565376,0
69,-17.598967967987488,-53.836325260521654,2024-12-08,Type_D,1.2496850584041406,1
70,-20.501641435386013,55.23703632808779,2024-10-05,Type_B,4.528865843056265,0
71,10.941580601494996,13.887594543225497,2024-12-14,Type_D,3.027604906914898,3
72,13.295419968381118,20.490638713874823,2024-01-29,Type_C,5.281592787581483,3
73,-22.052788418268744,56.98699559927704,2024-03-28,Type_D,8.456382513899097,0
74,4.0430650237919465,25.93101002295908,2024-10-21,Type_C,3.287799947913117,3
75,-19.407348754106426,-52.29258114514044,2024-07-22,Type_D,5.999011771407026,1
76,13.614972201030893,18.67070601232313,2024-02-29,Type_D,7.260288864067215,3
77,-6.9914013232010745,70.29191909232075,2024-12-16,Type_A,8.923437765959596,2
78,-7.37636066380575,61.14847418262999,2024-07-15,Type_B,7.2760074135491735,2
79,-4.975999511070768,67.53854177459078,2024-04-20,Type_C,2.7478657383053346,2
80,5.737384810828829,31.253211738166208,2024-03-05,Type_C,5.9850239972528305,3
81,-6.746833404702793,67.56378914885259,2024-06-13,Type_A,3.8745245927382554,2
82,-6.064130462627121,61.72813558984811,2024-03-26,Type_D,5.6584500519553504,2
83,-5.930268711254173,68.97740561894878,2024-12-27,Type_A,1.770280467433792,2
84,-6.190710068356452,70.80358708668349,2024-07-11,Type_C,9.12182709929408,2
85,-17.06247058228942,-51.52466611565278,2024-07-12,Type_C,7.736869928567797,1
86,10.077337904352362,18.136837754525267,2024-02-25,Type_C,6.544823636613415,3
87,5.622291574242095,29.265479069349418,2024-07-10,Type_B,9.851454784551262,3
88,-21.838565970478523,53.892990239982915,2024-02-09,Type_A,5.317272411271942,0
89,-24.808431955400465,54.478054786745304,2024-08-05,Type_C,1.0633822035228997,0
90,-20.442906340359606,61.1597546218356,2024-05-06,Type_A,1.1026157156882874,0
91,-20.128902429081773,54.80898978533524,2024-01-13,Type_D,4.340612471735041,0
92,5.143142016080561,31.16272455166107,2024-07-21,Type_C,9.101367130480542,3
93,-17.829092957412065,-49.40495544204006,2024-10-11,Type_B,9.321668318530241,1
94,-18.13903580702824,-50.17086882716792,2024-07-07,Type_A,5.133542845098341,1
95,4.119919357369874,27.983205183234055,2024-12-21,Type_C,6.619798586071801,3
96,5.535814205064543,35.36047021539486,2024-11-27,Type_C,4.4304813664124065,3
97,-7.679311521303711,67.35782924360134,2024-12-16,Type_C,4.412065888020561,2
98,10.653951029873472,16.623511204610395,2024-02-05,Type_A,2.427973746142298,3
99,-6.991438278884313,66.96680450635189,2024-05-11,Type_C,2.678761028083713,2
100,-20.679407599889736,57.24614182623755,2024-01-14,Type_B,6.562505432486595,0
101,3.726742949936991,28.983902630777116,2024-03-29,Type_A,5.868672406400287,3
102,10.446346579974293,18.210716256649675,2024-05-15,Type_D,5.427718178333702,3
103,-21.950392174184266,52.815290668245964,2024-01-07,Type_C,6.879506048852349,0
104,-17.80663676965773,-46.89627466098762,2024-05-06,Type_D,7.893466697132284,1
